full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,sub_area,area_m,green_zone_part,indust_part,preschool,school,healthcare,shopping,office,radiation,detention,young,work,elder,0_6_age,7_14_age,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,mkad_km,kremlin_km,green_part_1000,prom_part_1000,office_count_1000,trc_count_1000,leisure_count_1000,price_doc
39,20.0,12.0,12.0,panel,1978.0,2.0,8.0,Chertanovo Juzhnoe,9282438.657,0.153279465,0.127375905,6,7,3,9,3,no,no,17830,93309,32522,8356,8429,4.843002183,2.439232661,21.62899596,1.80241633,2.410040434,16.34846207,36.36,0.0,0,0,0,6250000
32,16.0,8.0,9.0,panel,1970.0,1.0,7.0,Nizhegorodskoe,7506452.02,0.007670134,0.486245621,2,3,0,6,19,yes,no,5291,29660,8844,2418,2514,2.289139923,1.6674821080000002,14.711262900000001,1.225938575,5.948546777000001,7.891336195,1.83,41.43,1,2,0,5650000
32,18.0,8.0,9.0,panel,1968.0,1.0,6.0,Ochakovo-Matveevskoe,17526506.21,0.133372781,0.309479124,2,3,0,6,4,no,no,16098,78670,24075,7454,7715,5.645664316,4.690468202,56.28561843,4.690468202,4.040849048,10.1280303,18.71,0.0,0,2,0,6000000
37,22.0,3.0,14.0,breezeblock,1976.0,2.0,5.0,Veshnjaki,10518366.87,0.334905313,0.012338886,6,7,2,4,1,no,no,11729,74032,33184,5208,5776,2.664951111,2.039152297,24.46982757,2.039152297,0.42283046399999996,13.3116797,0.61,4.41,0,3,0,6500000
52,30.0,1.0,12.0,panel,1978.0,2.0,8.0,Bibirevo,6407578.1,0.189727117,6.99893e-05,5,5,1,16,1,no,no,21154,98207,36211,9576,10309,5.7441216960000006,2.5187195780000002,31.06103329,2.588419441,0.20428053899999998,16.03078933,6.86,0.0,0,8,0,7450000
40,26.0,6.0,9.0,brick,1965.0,2.0,5.0,Lomonosovskoe,3326418.7410000004,0.051880656,0.0,5,7,1,1,4,no,no,10333,49242,24269,4688,5027,2.815620861,1.878624305,20.56041078,1.713367565,6.219040297,9.368080741,8.33,0.0,1,0,0,8350000
38,19.0,10.0,22.0,panel,2010.0,1.0,10.0,Marfino,2104404.816,0.033500178,0.08761909,1,2,1,0,5,no,no,3363,15891,7689,1643,1497,3.497616491,2.313471362,23.92764144,1.99397012,8.02164899,8.51592615,41.72,4.78,0,0,0,8990000
42,28.0,3.0,4.0,brick,1960.0,2.0,6.0,Babushkinskoe,4934147.223999999,0.11640032,0.122190486,3,3,1,3,2,no,yes,9734,52560,23912,4300,4724,0.76346505,0.517912019,6.214944225,0.517912019,2.9026197710000003,13.1253505,9.46,3.81,1,3,0,7250000
44,28.0,1.0,12.0,breezeblock,1966.0,2.0,5.0,Preobrazhenskoe,5586342.585,0.086219843,0.040242764,2,3,3,1,11,no,no,7385,51951,24166,3381,3478,0.697356975,0.23268131600000003,2.792175795,0.23268131600000003,7.56281997,7.623551341000001,4.27,0.57,5,1,0,6650000
39,19.0,6.0,17.0,panel,1994.0,1.0,8.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,1.81148518,0.9777493829999999,7.377714062999999,0.614809505,2.406797357,19.22610516,15.58,8.15,2,6,0,1000000
52,30.0,17.0,17.0,panel,2002.0,2.0,9.0,Akademicheskoe,5704502.19,0.043127100999999994,0.151346216,6,6,4,1,10,yes,no,12074,68518,25853,5506,5889,1.953524764,1.392169875,16.706038500000002,1.392169875,9.942686033,6.614906502,4.89,15.56,2,1,0,12850000
72,50.0,4.0,5.0,brick,1960.0,3.0,9.0,Kuncevo,52351766.54,0.070662054,0.035145267,7,8,0,3,3,yes,no,19784,85551,37127,9347,9292,1.3833732630000002,0.396274723,4.755296675,0.396274723,3.953500268,10.86912007,29.35,0.0,2,1,1,11900000
66,39.0,15.0,22.0,panel,2006.0,2.0,13.0,Horoshevo-Mnevniki,18036436.51,0.232080423,0.111627393,4,5,2,3,8,yes,yes,24814,100601,41388,10955,12238,2.754710054,2.15497327,25.53812108,2.128176757,5.80456881,9.603267942,6.32,11.39,3,2,0,16250000
52,30.0,6.0,12.0,panel,1997.0,2.0,1.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,1.668915579,1.079739797,12.95687757,1.079739797,3.7582117989999997,13.76435741,20.49,0.0,0,6,0,7900000
92,56.0,2.0,5.0,brick,1958.0,3.0,7.0,Preobrazhenskoe,5586342.585,0.086219843,0.040242764,2,3,3,1,11,no,no,7385,51951,24166,3381,3478,1.557654114,1.099876338,10.09656365,0.8413803040000001,5.935825632999999,9.178254143,11.2,10.41,1,1,1,12500000
37,19.0,2.0,17.0,panel,1998.0,1.0,7.0,Kuz'minki,7984443.568,0.372734826,0.000995363,8,8,1,5,1,yes,no,16405,93811,32027,7753,7651,2.039425761,1.471161085,17.53110376,1.460925314,4.996403303999999,9.493705104,6.28,0.0,0,3,0,5520000
43,31.0,1.0,5.0,brick,1960.0,2.0,5.0,Koptevo,4787424.272,0.03845587,0.12209034699999999,4,6,4,0,7,no,no,13901,59120,23938,6507,6566,2.206339549,1.547210789,14.22215099,1.1851792490000002,6.720428285,10.33630574,9.57,24.15,4,0,0,1500000
32,18.0,9.0,9.0,panel,1973.0,1.0,6.0,Orehovo-Borisovo Severnoe,7462269.562999999,0.38709985399999997,0.007720281999999999,6,6,0,4,2,no,no,10079,83861,35267,4669,4788,1.795890699,0.585522134,6.575437794,0.547953149,2.491451874,16.27112363,1.85,1.83,2,5,0,5950000
47,30.0,3.0,9.0,panel,1978.0,2.0,6.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,3.8028810139999996,2.5002662019999997,30.00319442,2.5002662019999997,1.07376694,14.50425714,14.06,3.43,0,0,0,2000000
44,28.0,1.0,9.0,panel,1969.0,2.0,6.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,4.44414746,3.110304662,40.29235693,3.357696411,0.634724776,14.97113906,8.58,0.0,0,1,0,6200000
41,20.0,12.0,14.0,panel,1991.0,1.0,8.0,Novo-Peredelkino,8591335.051,0.058543047,0.025609157,7,7,3,1,0,no,no,12244,81271,17508,6354,5261,1.888792562,0.853854406,10.02098777,0.835082315,5.623027378,20.32443377,11.07,0.2,0,1,0,5760000
45,28.0,1.0,9.0,panel,1971.0,2.0,5.0,Veshnjaki,10518366.87,0.334905313,0.012338886,6,7,2,4,1,no,no,11729,74032,33184,5208,5776,4.259939846,2.371002345,20.64751007,1.720625839,0.417404276,13.43645698,5.12,0.58,0,3,1,2000000
45,30.0,2.0,5.0,panel,1961.0,2.0,5.0,Strogino,16751119.46,0.338150977,0.041124634,8,9,1,10,5,no,yes,20003,97920,37504,9254,9515,1.4603120490000001,0.5045735720000001,4.516986349,0.37641552899999997,0.993029213,14.41586649,17.4,0.09,3,5,0,7800000
57,42.0,2.0,9.0,brick,1969.0,3.0,5.0,Juzhnoe Tushino,7887684.174,0.222646321,0.18878376600000002,3,4,0,1,4,no,no,12906,65729,25799,5989,6137,3.496771849,0.97904525,11.66425405,0.972021171,2.150709922,15.71220504,14.98,5.12,0,1,1,9800000
29,15.0,7.0,12.0,panel,1970.0,1.0,6.0,Severnoe Tushino,9249237.174,0.374067926,0.0,5,5,3,5,0,no,no,22961,93843,39573,10190,11319,2.55356734,1.4056812140000001,16.86817457,1.4056812140000001,1.628471824,16.54119891,12.23,0.0,0,2,0,2350000
40,16.0,2.0,10.0,panel,2003.0,1.0,10.0,Ljublino,17881913.61,0.260652636,0.13321533300000002,10,13,3,4,3,yes,yes,23651,107626,34450,10809,11395,3.63717182,2.594871952,31.13846342,2.594871952,2.737856668,13.74694019,2.69,7.83,0,0,0,5950000
59,36.0,5.0,6.0,brick,1955.0,2.0,8.0,Izmajlovo,15045565.2,0.637398943,0.006076152,4,6,6,6,0,yes,no,10988,65499,26341,4992,5285,0.526102782,0.151316845,2.299033276,0.191586106,2.483422215,12.26048831,7.27,0.0,1,5,0,8600000
54,32.0,3.0,5.0,panel,1958.0,2.0,8.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,1.473783124,0.965357207,11.58428649,0.965357207,3.88702601,9.92046755,11.27,13.78,1,0,1,8200000
45,29.0,6.0,12.0,breezeblock,1968.0,2.0,5.0,Hovrino,5264733.751,0.184282943,0.050755569,4,4,0,1,1,no,no,11356,47628,21807,5195,5469,3.8733987689999996,2.349832654,22.83340853,1.902784045,2.332206666,14.61200811,5.17,6.33,0,0,0,7900000
39,19.0,6.0,12.0,brick,1981.0,1.0,8.0,Levoberezhnoe,6424173.859,0.216360617,0.060753049,2,2,0,7,2,yes,no,5836,31832,13787,2672,2787,2.972380901,0.9414851479999999,11.29782178,0.9414851479999999,2.677087944,14.54995625,26.13,8.72,2,4,0,8500000
39,19.0,14.0,14.0,breezeblock,1970.0,1.0,9.0,Kon'kovo,7811375.433999999,0.127002383,0.135649789,5,5,3,11,6,yes,no,16468,100062,36718,7517,7960,1.857800058,1.0125272459999999,11.97645827,0.9980381890000001,3.5055807939999997,13.74034291,36.8,0.0,1,10,0,998000
76,44.0,19.0,22.0,mass concrete,1986.0,3.0,10.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,1.890965143,1.220361274,15.02067952,1.251723293,2.199842919,15.82211665,48.0,0.0,0,2,0,2000000
35,17.0,6.0,12.0,panel,1976.0,1.0,6.0,Bibirevo,6407578.1,0.189727117,6.99893e-05,5,5,1,16,1,no,no,21154,98207,36211,9576,10309,4.9677268969999995,2.331911355,28.81933462,2.401611218,0.448890808,15.81498334,8.11,0.0,0,8,0,5800000
51,31.0,15.0,17.0,panel,1997.0,2.0,8.0,Sviblovo,4441296.195,0.13797573400000002,0.17891679600000002,1,2,1,5,4,no,no,7706,40289,12320,3694,3594,1.480745393,1.04885312,12.58623744,1.04885312,4.386508362,11.497926800000002,28.42,5.31,0,2,0,9700000
53,30.0,11.0,12.0,panel,1975.0,2.0,8.0,Bibirevo,6407578.1,0.189727117,6.99893e-05,5,5,1,16,1,no,no,21154,98207,36211,9576,10309,3.1658560739999997,1.492491911,17.99382611,1.499485509,1.107432162,15.60149904,20.45,0.0,1,3,0,8500000
69,44.0,2.0,3.0,brick,1957.0,3.0,6.0,Vnukovo,15319902.35,0.051548925999999995,0.036270089,1,1,1,1,1,no,no,2981,13457,4602,1491,1318,7.075617621,5.790648265,69.48777918,5.790648265,10.04943825,24.92871737,26.99,0.0,0,0,0,2800000
109,54.0,9.0,14.0,panel,2001.0,3.0,11.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,1.9309967259999998,1.254976536,15.05971844,1.254976536,5.338203185,23.66502192,22.61,0.64,0,0,0,13050000
79,47.0,7.0,17.0,panel,2007.0,3.0,10.0,Levoberezhnoe,6424173.859,0.216360617,0.060753049,2,2,0,7,2,yes,no,5836,31832,13787,2672,2787,2.979801691,0.74932296,9.857001061,0.821416755,2.492812829,14.91354355,18.54,12.12,2,5,0,2000000
65,44.0,3.0,5.0,panel,1975.0,3.0,9.0,Poselenie Desjonovskoe,52995275.39,0.34993529100000004,0.011654127,0,0,0,0,0,no,no,1991,8910,2989,953,915,19.56733485,16.20824892,194.498987,16.20824892,15.06200906,32.24998382,28.41,4.6,0,0,0,6200000
44,27.0,9.0,9.0,panel,1971.0,2.0,5.0,Jaroslavskoe,8338438.453,0.037753826000000004,0.127811589,4,6,1,3,5,no,no,14309,58882,21045,5991,7287,6.81068571,4.837690666,34.03873627,2.836561355,4.120439669,11.74242685,8.98,16.73,2,1,0,7200000
52,30.0,1.0,12.0,panel,1974.0,2.0,9.0,Ivanovskoe,10207215.1,0.512707469,0.00016967599999999998,7,8,1,1,0,yes,no,12919,77612,32331,6027,5992,3.254445525,2.3054447419999997,27.70378348,2.3086486230000003,0.318409167,13.51220262,7.35,0.26,0,2,0,6300000
86,44.0,3.0,15.0,panel,1980.0,3.0,10.0,Tverskoe,7307410.574,0.065444314,7.81528e-05,4,4,3,23,141,yes,yes,11272,43921,20184,4237,6398,1.482746099,1.036567808,13.45906811,1.121589009,13.91781463,0.072896553,7.51,0.0,47,20,11,15500000
36,19.0,2.0,17.0,panel,,1.0,7.0,Severnoe Medvedkovo,5725729.259,0.141280723,0.175054867,4,4,1,0,3,yes,no,19487,77062,26324,8132,10055,2.895839565,1.840030258,22.08036309,1.840030258,1.6761920019999998,14.20388068,10.21,27.78,0,0,0,7150000
84,52.0,10.0,12.0,panel,1997.0,3.0,12.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,1.538847036,0.8685395340000001,10.4224744,0.8685395340000001,4.1179440089999995,13.36413617,16.84,0.0,0,6,0,12100000
73,52.0,4.0,6.0,brick,1926.0,3.0,8.0,Hamovniki,10071560.22,0.048790575999999995,0.0,5,8,5,5,87,yes,no,14868,61102,26756,6374,7538,0.9795697940000001,0.608073402,7.296880819,0.608073402,10.51626944,3.778450629,9.01,0.0,18,1,1,14300000
51,34.0,7.0,9.0,panel,1978.0,3.0,6.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,2.7459680939999997,1.3804094059999998,15.85351263,1.321126053,2.099958265,16.20201793,35.59,0.0,0,2,0,2000000
37,18.0,1.0,17.0,panel,2001.0,1.0,7.0,Solncevo,11324091.93,0.083809588,0.371148999,5,5,2,5,1,no,no,16287,75334,22276,8340,7065,2.1418075919999997,1.077193481,12.92632178,1.077193481,1.3761559540000001,16.15831151,22.0,13.92,0,2,0,1000000
51,40.0,6.0,9.0,panel,1969.0,3.0,5.0,Ivanovskoe,10207215.1,0.512707469,0.00016967599999999998,7,8,1,1,0,yes,no,12919,77612,32331,6027,5992,3.1186372089999996,1.898942032,22.82575096,1.902145913,0.44339140200000005,13.32333034,6.27,0.52,0,0,0,9500000
34,20.0,7.0,9.0,brick,1970.0,1.0,5.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,3.828700102,2.7218484660000004,32.6621816,2.7218484660000004,0.7870744759999999,14.75940288,3.57,0.0,1,2,0,1000000
29,11.0,9.0,9.0,panel,1978.0,1.0,5.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,3.7149148810000003,1.7255404369999998,27.43292692,2.2860772430000003,2.9268221989999996,15.30522741,54.49,0.0,0,1,0,5425000
57,31.0,9.0,14.0,panel,1993.0,2.0,10.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,1.352696469,0.788959794,9.467517527,0.788959794,2.447878168,19.59106416,9.29,0.04,1,7,0,9500000
45,29.0,4.0,5.0,panel,1980.0,2.0,5.0,Poselenie Rjazanovskoe,41335397.7,0.09819926699999999,0.051815435,0,0,0,0,0,no,no,2633,11081,4076,1244,1227,19.27879427,14.68676359,176.2411631,14.68676359,15.06778001,33.91813112,23.75,0.99,0,0,0,4000000
39,19.0,12.0,12.0,panel,1997.0,1.0,8.0,Vyhino-Zhulebino,15094874.77,0.300284261,0.033493708,10,11,3,8,1,yes,no,22341,140182,57086,10167,10573,1.053605433,0.519430643,6.233167712,0.519430643,1.311361974,16.606468099999997,32.28,3.18,1,4,0,6100000
55,37.0,5.0,5.0,panel,1960.0,3.0,6.0,Kotlovka,3998216.265,0.25871247199999997,0.014423113999999999,1,1,0,3,4,no,no,8284,41476,14557,3977,3806,2.614299752,1.786986793,21.44384152,1.786986793,9.339534622999999,8.577758785,26.65,10.4,3,1,1,9000000
76,43.0,10.0,12.0,panel,0.0,3.0,8.0,Poselenie Rogovskoe,176246410.0,0.64957764,0.004949358,0,0,0,0,0,no,no,399,1677,617,189,186,60.94173745,74.57961970000001,683.4028239,56.95023533,53.27783249,70.73876915,44.84,0.0,0,0,0,13400000
37,22.0,1.0,12.0,panel,1965.0,2.0,6.0,Shhukino,7963518.819,0.126499246,0.16197556800000001,4,5,3,7,5,yes,no,14588,64875,26200,6700,7010,2.367909315,1.103637978,10.76169854,0.896808211,3.9490691730000003,11.80763128,15.2,0.0,0,3,0,7300000
38,22.0,3.0,9.0,panel,1965.0,2.0,7.0,Rjazanskij,6377883.078,0.017855768,0.333891544,6,6,0,0,1,no,no,12842,62215,26925,5408,6564,1.640137115,0.945867687,11.35041225,0.945867687,3.4752333589999997,10.64792528,2.84,10.95,1,0,1,6180000
30,17.0,2.0,5.0,panel,1966.0,1.0,5.0,Novogireevo,4395332.782,0.063755213,0.038692987000000005,4,4,2,5,1,yes,no,13523,56908,24130,6120,6533,1.926058325,1.322057319,15.86468783,1.322057319,2.758588212,10.97313401,7.4,5.41,0,2,4,5450000
76,45.0,8.0,17.0,panel,2001.0,3.0,10.0,Troparevo-Nikulino,11275073.5,0.331075802,0.000991363,8,9,1,9,3,yes,no,14587,68234,29983,6945,6783,2.256518044,1.6252173140000001,15.79511527,1.316259606,1.851367664,13.22356287,20.79,0.0,2,5,0,17300000
76,45.0,8.0,17.0,panel,1986.0,3.0,10.0,Brateevo,7587523.226,0.398794394,0.0,6,6,0,5,0,yes,no,12551,69792,20247,6273,5562,0.68132409,0.370411259,4.444935104,0.370411259,2.376343288,15.32645032,29.86,0.0,0,5,0,10600000
64,39.0,1.0,17.0,panel,2011.0,3.0,8.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,9.333053756,9.011679888,95.85252249,7.987710207,7.0786930439999995,22.79682419,64.55,4.85,0,0,0,4328200
43,18.0,4.0,17.0,panel,2013.0,1.0,8.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,5.456684427000001,6.392467607,64.42197511,5.368497926,7.195087616,22.43171631,35.04,6.37,0,0,0,2200000
117,66.0,8.0,23.0,mass concrete,2010.0,3.0,12.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,2.88504022,2.154004921,26.09988933,2.174990777,2.5158567830000003,18.49202024,21.93,10.6,0,0,0,6400000
56,42.0,3.0,5.0,brick,1961.0,3.0,5.0,Kuncevo,52351766.54,0.070662054,0.035145267,7,8,0,3,3,yes,no,19784,85551,37127,9347,9292,3.384393307,2.237361625,28.04715415,2.337262846,2.8454737480000003,11.954101800000002,5.62,0.0,1,0,0,1100000
38,23.0,12.0,12.0,breezeblock,1970.0,2.0,6.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,1.179817519,0.943854007,5.750567782999999,0.47921398200000004,3.228041365,10.53260319,2.94,0.0,0,0,0,7100000
50,30.0,10.0,17.0,panel,1985.0,2.0,8.0,Brateevo,7587523.226,0.398794394,0.0,6,6,0,5,0,yes,no,12551,69792,20247,6273,5562,1.459440689,1.013083358,12.157000300000002,1.013083358,2.24576252,15.60795519,23.25,0.0,0,4,0,8200000
64,39.0,5.0,14.0,panel,1986.0,3.0,8.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,0.075790042,0.100455735,7,7,1,6,0,no,no,13595,104635,27346,5594,7227,2.929839996,1.649605821,19.79526985,1.649605821,0.368016155,18.12639718,26.08,16.14,0,3,0,9900000
42,25.0,3.0,5.0,brick,1962.0,2.0,5.0,Fili Davydkovo,6982964.492000001,0.348985814,0.0,5,7,2,5,1,yes,no,15500,65613,30261,7116,7425,0.971201798,0.587864712,7.054376541,0.587864712,6.216639888,8.639121892,32.34,0.0,0,1,0,8500000
38,20.0,1.0,12.0,panel,1977.0,1.0,8.0,Orehovo-Borisovo Severnoe,7462269.562999999,0.38709985399999997,0.007720281999999999,6,6,0,4,2,no,no,10079,83861,35267,4669,4788,1.16212351,0.846538708,10.158464500000001,0.846538708,3.5458661360000003,15.38584192,45.84,0.0,0,0,0,5900000
44,28.0,7.0,12.0,breezeblock,1970.0,2.0,5.0,Solncevo,11324091.93,0.083809588,0.371148999,5,5,2,5,1,no,no,16287,75334,22276,8340,7065,1.604788055,0.7899433370000001,9.479320049,0.7899433370000001,2.343980494,17.13983594,18.78,7.74,1,2,1,6750000
39,20.0,22.0,22.0,panel,1997.0,1.0,10.0,Lianozovo,5646405.14,0.258663383,0.101872465,5,5,3,3,3,yes,no,10019,51295,18262,4857,4583,1.8251157230000001,0.8528816459999999,3.25689605,0.271408004,1.558328119,15.68347603,13.22,9.34,3,6,0,6400000
45,30.0,1.0,5.0,panel,1962.0,2.0,5.0,Zjuzino,5391434.257,0.079151397,0.0,5,5,0,2,2,yes,no,14317,78835,29848,6715,6714,2.115593488,1.336668719,10.57280209,0.881066841,7.18586655,11.60305096,9.2,0.0,2,3,0,1000000
55,31.0,11.0,25.0,mass concrete,2009.0,2.0,9.0,Levoberezhnoe,6424173.859,0.216360617,0.060753049,2,2,0,7,2,yes,no,5836,31832,13787,2672,2787,2.835856813,0.6784810040000001,8.141772042000001,0.6784810040000001,1.9873206159999999,15.20142139,5.93,11.6,1,4,0,8500000
41,26.0,1.0,5.0,panel,1964.0,2.0,5.0,Zjuzino,5391434.257,0.079151397,0.0,5,5,0,2,2,yes,no,14317,78835,29848,6715,6714,3.523997325,2.576751567,26.24970258,2.187475215,7.225447604,10.29560935,4.85,0.0,1,3,0,6200000
51,30.0,6.0,12.0,breezeblock,1973.0,2.0,9.0,Chertanovo Juzhnoe,9282438.657,0.153279465,0.127375905,6,7,3,9,3,no,no,17830,93309,32522,8356,8429,1.68384876,0.5953193520000001,7.14383223,0.5953193520000001,2.0474500680000003,17.14197688,4.74,15.55,2,7,0,7500000
49,26.0,8.0,17.0,mass concrete plus brick,2014.0,1.0,11.0,Poselenie Sosenskoe,66772450.69,0.336176896,0.072157581,0,0,0,0,1,no,no,1370,6127,2056,656,629,8.448648051000001,6.928870384,83.14644461,6.928870384,4.141153438,22.07934559,7.66,6.65,0,0,0,3919076
47,31.0,1.0,14.0,breezeblock,1970.0,2.0,9.0,Rostokino,3497818.591,0.146940785,0.210473241,1,2,3,0,2,no,no,5074,22837,9591,2334,2398,2.5739087169999997,1.8001738280000001,21.60208593,1.8001738280000001,6.9335671560000005,8.913403386,25.51,7.85,2,0,2,7500000
44,28.0,9.0,9.0,panel,1970.0,2.0,6.0,Izmajlovo,15045565.2,0.637398943,0.006076152,4,6,6,6,0,yes,no,10988,65499,26341,4992,5285,1.6055008530000001,1.139669352,11.74573512,0.97881126,2.2413653680000003,12.72463969,6.32,0.0,0,3,0,1000000
32,18.0,4.0,9.0,panel,1968.0,1.0,6.0,Hovrino,5264733.751,0.184282943,0.050755569,4,4,0,1,1,no,no,11356,47628,21807,5195,5469,3.597129513,2.400658686,23.44332092,1.953610076,2.419159918,14.52356172,5.13,6.18,0,1,0,5800000
78,47.0,5.0,5.0,brick,1956.0,3.0,8.0,Savelovskoe,2641243.496,0.015899966,0.051942062000000004,2,2,2,0,7,no,no,8583,35405,14007,4119,4017,3.0992961410000004,1.7129598000000001,22.31809319,1.859841099,10.90405213,5.984803954,4.32,4.37,8,2,0,13900000
37,19.0,13.0,14.0,panel,1970.0,1.0,9.0,Horoshevo-Mnevniki,18036436.51,0.232080423,0.111627393,4,5,2,3,8,yes,yes,24814,100601,41388,10955,12238,5.063030939,3.867597494,46.08961178,3.840800981,4.437800211,11.00522732,34.16,0.0,2,0,0,7850000
51,30.0,7.0,17.0,panel,2009.0,2.0,9.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,8.12641639,8.341946652999999,87.81572367,7.3179769729999995,7.700783942,23.37956792,37.33,23.38,0,0,0,3193000
66,43.0,1.0,14.0,breezeblock,1974.0,3.0,9.0,Ochakovo-Matveevskoe,17526506.21,0.133372781,0.309479124,2,3,0,6,4,no,no,16098,78670,24075,7454,7715,10.10191717,6.68117634,62.44588954,5.203824128,5.226988471,8.874642567,53.89,0.0,1,1,0,9500000
47,26.0,7.0,14.0,brick,1971.0,2.0,7.0,Preobrazhenskoe,5586342.585,0.086219843,0.040242764,2,3,3,1,11,no,no,7385,51951,24166,3381,3478,1.79317029,1.300122635,14.83326479,1.2361053990000002,6.385673796,8.727620643,12.28,1.87,2,0,0,9200000
59,44.0,4.0,9.0,panel,1970.0,2.0,6.0,Veshnjaki,10518366.87,0.334905313,0.012338886,6,7,2,4,1,no,no,11729,74032,33184,5208,5776,1.197966473,0.742653399,8.91184079,0.742653399,1.7205996769999998,12.27449767,3.23,0.03,0,3,0,1000000
55,38.0,4.0,9.0,brick,1965.0,3.0,5.0,Kuz'minki,7984443.568,0.372734826,0.000995363,8,8,1,5,1,yes,no,16405,93811,32027,7753,7651,1.6878531490000002,1.432121626,17.44952539,1.454127116,3.205511337,10.97106891,3.69,1.05,1,2,1,8800000
50,30.0,9.0,17.0,panel,1994.0,2.0,8.0,Pokrovskoe Streshnevo,13089795.79,0.183968555,0.150817539,2,4,4,5,4,yes,no,6931,33149,13706,3051,3433,3.8938966760000002,2.99867367,35.08205506,2.923504588,3.251815531,13.768125,2.71,38.0,2,2,0,2000000
40,20.0,12.0,12.0,panel,1980.0,1.0,8.0,Severnoe Tushino,9249237.174,0.374067926,0.0,5,5,3,5,0,no,no,22961,93843,39573,10190,11319,2.375611232,0.774308103,8.040709827999999,0.670059152,1.320957313,16.75612513,27.9,0.0,0,2,0,6600000
38,19.0,5.0,17.0,panel,1985.0,1.0,8.0,Krylatskoe,12164477.11,0.297166335,0.0,7,7,2,6,4,no,yes,10175,48620,19712,4611,5067,1.342422816,0.47456225700000004,5.69474708,0.47456225700000004,2.332281832,12.99151802,33.8,0.0,2,4,0,9750000
38,19.0,12.0,17.0,panel,2002.0,1.0,7.0,Nizhegorodskoe,7506452.02,0.007670134,0.486245621,2,3,0,6,19,yes,no,5291,29660,8844,2418,2514,2.207003181,1.624520798,14.19572718,1.182977265,6.028167477999999,7.798451987999999,1.83,41.23,3,2,0,6700000
76,50.0,3.0,5.0,brick,1959.0,3.0,7.0,Ajeroport,4662813.069,0.109947031,0.050272014000000004,3,6,0,3,14,no,no,9151,44166,19690,4348,4231,1.848060499,1.2501865159999999,15.00223819,1.2501865159999999,9.662732983,7.067196784,13.4,3.48,11,1,0,13500000
36,17.0,10.0,17.0,panel,2003.0,1.0,10.0,Birjulevo Vostochnoe,14795571.25,0.308056827,0.050900058,6,6,2,3,1,yes,no,21130,93008,30950,9223,10621,7.747092449,8.352429716,69.73578868,5.811315724,0.99527274,18.91323259,19.48,0.0,1,1,1,5200000
66,43.0,1.0,12.0,breezeblock,1975.0,3.0,10.0,Horoshevo-Mnevniki,18036436.51,0.232080423,0.111627393,4,5,2,3,8,yes,yes,24814,100601,41388,10955,12238,3.626576739,2.178581765,25.82142303,2.151785252,6.002000411,9.411583713999999,9.77,15.01,2,2,0,11500000
61,31.0,10.0,17.0,panel,2002.0,2.0,12.0,Golovinskoe,8841267.454,0.127511955,0.307466659,4,6,2,5,9,no,no,10346,63495,27005,4566,5048,2.503217669,1.506511481,18.07813777,1.506511481,4.546515628,12.35119084,18.2,32.76,1,0,0,11500000
